Product,Brewer Value,Brand Value,Package Value,Segment Value,AB Segment Value,AB Subsegment Value,AB Megasegment Value,Date,Display Count,Display Share,Distribution (%),Feature Count,Feature Share,Price per Unit,Price per Volume,Unit Sales,Volume Sales,Volume Share of Category, Average of Max TemperatureC , Average of Mean TemperatureC , Average of Min TemperatureC , Average of Dew PointC , Average of MeanDew PointC , Average of Min DewpointC , Average of Max Humidity , Average of  Mean Humidity , Average of  Min Humidity , Average of  Max Sea Level PressurehPa , Average of  Mean Sea Level PressurehPa , Average of  Min Sea Level PressurehPa , Average of  Max VisibilityKm , Average of  Mean VisibilityKm , Average of  Min VisibilitykM , Average of  Max Wind SpeedKm/h , Average of  Mean Wind SpeedKm/h , Average of  Max Gust SpeedKm/h , Average of Precipitationmm , Average of  CloudCover , Average of WindDirDegrees ," State GDP(Millions of dollars, seasonally adjusted at annual rates.) "," Alcohol Retail Trade employees (in 1000s, State) ","State Personal income (thousands of dollars, seasonally adjusted,quarterly)","Resident Population in city, Thousands of Persons, Annual, Not Seasonally Adjusted","Per Capita Personal Income in city, Dollars, Annual, Not Seasonally Adjusted",Occupancy (%) ,Labor Force in city,Employment in city,Unemployment in city,Unemp. Rate in city,"Consumer Price Index, Malt Beverages","Consumer Price Index, Wine",Producer Price Index by Industry
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,8/24/2014,79,0.284508431,0.076203271,79,0.220219784,13.61470546,18.15294061,633,475.1069221,0.046193572,30.57142857,24.85714286,18.57142857,16.57142857,15,11.71428571,81.14285714,59.71428571,37.71428571,1013.428571,1011.857143,1010.428571,16,15.57142857,13.42857143,14.42857143,2.857142857,23.71428571,0,0.428571429,256,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,8/31/2014,48,0.157734316,0.067867281,96,0.166894806,13.05784978,17.41046637,630,472.1410137,0.034476191,31,26,21,19,18,17,84,66,48,1010,1009,1007,16,15,10,14,4,26,0,2,232,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,9/14/2014,29,0.111981575,0.069338619,88,0.189254083,13.32393524,17.76524698,826,619.8025857,0.057232278,32.42857143,26.85714286,21.14285714,18,16.28571429,13.42857143,76.14285714,57.57142857,38.57142857,1010,1008.285714,1007,16,16,15.42857143,14.14285714,2.571428571,24,0,1.142857143,219.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,9/21/2014,41,0.163681087,0.066900436,115,0.30909357,13.12896141,17.50528189,765,573.5659543,0.059174906,27.85714286,22.71428571,17.57142857,16.71428571,15.42857143,12.57142857,87.42857143,66.14285714,43.85714286,1013.571429,1012.285714,1010.428571,16,15.71428571,13.85714286,15,2.285714286,24.42857143,0,0.714285714,222.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,9/28/2014,9,0.036243073,0.06769241,50,0.133060523,13.70660738,18.27547651,728,546.1547856,0.057859407,27,22.33333333,17.33333333,16,14,12.33333333,82,62.66666667,42.66666667,1012.333333,1011.333333,1009,16,16,14.66666667,14.66666667,3,25.33333333,0,1.333333333,203.6666667,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10-05-2014,61,0.241947383,0.086889786,77,0.231991057,14.5839574,19.44527653,608,456.3516705,0.045645172,30.42857143,24.42857143,18,17.85714286,14.42857143,8.571428571,87.42857143,60.28571429,32.42857143,1013.285714,1011.857143,1010.571429,16,13.71428571,8.285714286,12.85714286,1.857142857,19.42857143,0,1.428571429,206,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10-12-2014,9,0.0367829,0.057355952,27,0.079497569,15.71348902,20.95131869,198,148.6013843,0.015656585,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10/19/2014,56,0.229795489,0.076779482,54,0.150206315,14.34221856,19.12295809,380,285.0259334,0.031786051,27.57142857,22.14285714,16.42857143,16.42857143,14,10.85714286,87.85714286,64,40,1014.571429,1012.857143,1011.714286,16,15.14285714,9.857142857,12.85714286,1.714285714,20.57142857,0,1.571428571,242.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10/26/2014,29,0.117523688,0.062670262,94,0.232920856,14.84309226,19.79078967,370,277.8005151,0.030103801,25.83333333,21,15.83333333,15.16666667,13.33333333,10.83333333,84.83333333,64.5,43.66666667,1015.5,1013.833333,1012.333333,16,15.83333333,13,13.83333333,2,20.83333333,1.058333333,2.166666667,249.3333333,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,11-02-2014,20,0.082147971,0.050061839,27,0.057373646,14.80602871,19.74137161,248,186.1754622,0.019597492,28,20.57142857,13.14285714,9,3.714285714,-2.571428571,65.71428571,41.14285714,16,1019.571429,1017.571429,1016.142857,16,16,15.71428571,12.28571429,1.857142857,18.71428571,0,0,216.7142857,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,11/16/2014,27,0.13170978,0.05506602,27,0.069240683,14.32986104,19.10648139,237,177.9801056,0.021806348,23.14285714,17.71428571,12,10.57142857,5,-1.142857143,74.85714286,51.57142857,27.85714286,1020.428571,1018.142857,1016.142857,16,15.71428571,13.71428571,13,1.714285714,20.85714286,0,0.571428571,163,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,11/23/2014,77,0.318021536,0.066594192,61,0.134047972,14.5410715,19.38809534,517,387.9067304,0.040518188,27.42857143,19.85714286,12.28571429,9.142857143,0.857142857,-7,67.57142857,40.42857143,13,1021,1018.857143,1016.857143,16,15.28571429,13.57142857,11.85714286,2.142857143,19.14285714,0,0.571428571,174,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,12-07-2014,21,0.097908135,0.047908742,27,0.079209269,14.47585471,19.30113962,412,308.8277918,0.04335973,21.85714286,17,12.14285714,12.85714286,10,7.285714286,88.57142857,66.14285714,43.28571429,1018.571429,1016.571429,1014.857143,16,13.42857143,10.14285714,15.28571429,2.714285714,24.14285714,5.841428571,2.714285714,191.5714286,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,12/14/2014,57,0.27561451,0.069357712,116,0.274726684,13.99,18.65333333,514,385.5778348,0.049724441,17.85714286,13.71428571,9.571428571,10.28571429,8.428571429,5.857142857,87,69.28571429,51.14285714,1020.857143,1018.714286,1017,16,14.85714286,11.85714286,11.57142857,1.571428571,18,2.37,2.571428571,157.2857143,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,12/21/2014,48,0.191530325,0.078108012,89,0.18285178,14.5927082,19.45694427,167,125.17089,0.013688081,21.14285714,15.14285714,9,8.571428571,3.571428571,-0.714285714,78,52.57142857,26.71428571,1019.857143,1017.142857,1014.142857,15.57142857,13.85714286,10.71428571,11.14285714,2.285714286,20.6,0,0.285714286,119.1428571,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND266 18-PACK 11.2-13 OZ GLASS,ABI,BRAND266,18-PACK 11.2-13 OZ GLASS,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,12/28/2014,19,0.077548853,0.07254898,28,0.071480795,14.38562673,19.18083564,599,448.8783302,0.037527241,15.25,10.75,6,4.75,-0.75,-6.5,75,53,30.75,1020.5,1018,1015.75,16,15.5,13,16.5,3.5,24.5,1.2075,2.25,141.75,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,06-01-2014,182,0.727994032,0.571547003,24,0.06200621,15.24718964,20.32958619,4740,3555.312432,0.338205255,25.14285714,20.71428571,15.42857143,13.71428571,12.71428571,10.85714286,86.14285714,67.28571429,47.57142857,1011.571429,1010.285714,1008.714286,16,14.28571429,9.142857143,14,2.714285714,24.33333333,0,1.428571429,261.2857143,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,06-08-2014,197,0.741452426,0.560150818,357,1.063045963,14.49024913,19.32033217,5382,4036.713248,0.394406581,23.71428571,20.14285714,16,14.42857143,13.57142857,12.85714286,86.57142857,71,54.85714286,1012.142857,1010.857143,1009.428571,16,13.57142857,9.428571429,15.85714286,2.857142857,24.28571429,0,4.142857143,263.4285714,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,6/15/2014,226,0.844758661,0.5898704,29,0.062402616,14.72447163,19.63262884,4903,3677.466143,0.321254262,25,20.42857143,15.71428571,14.42857143,13.14285714,11.57142857,86.14285714,67.14285714,47.14285714,1013,1012,1011.142857,16,15.28571429,12.71428571,13.28571429,3.142857143,24.33333333,0,1.428571429,191.8571429,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,6/22/2014,325,1.20409611,0.569534001,325,0.785471042,14.54064833,19.38753111,5268,3950.929661,0.37659441,25.28571429,21.42857143,17.42857143,16.42857143,15.42857143,14.42857143,87.42857143,72.42857143,56.57142857,1012.714286,1011.714286,1010.285714,16,14.42857143,11.28571429,14.57142857,3.428571429,25.28571429,0,3.428571429,243,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,6/29/2014,180,0.636376323,0.550270652,76,0.150831892,14.56333394,19.41777858,5315,3986.175983,0.35816552,25.5,22,18,17,16.5,16,87,74.5,61,1012.5,1011,1010,16,15,11,12,3,24,0,4.5,206.5,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,07-06-2014,247,0.738983794,0.551501428,50,0.103155399,14.64298576,19.52398101,7681,5760.423643,0.340803704,28.71428571,23.85714286,18.57142857,17.42857143,16.42857143,14.57142857,88.14285714,66.71428571,44.85714286,1014.714286,1013.285714,1011.857143,16,15.71428571,12.57142857,15,3.857142857,24.14285714,0,2,205.7142857,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,7/13/2014,167,0.604772495,0.55242899,26,0.072924439,15.12293538,20.16391384,4293,3219.524597,0.303903997,26.71428571,23,19.14285714,16.85714286,15.85714286,14.85714286,81.85714286,68.14285714,54,1015.857143,1014.714286,1013.142857,16,14.71428571,11,15.28571429,3.714285714,24.57142857,0,2.571428571,249.2857143,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,7/20/2014,207,0.716516285,0.530692209,29,0.075806942,14.65163674,19.53551566,4524,3392.664831,0.340980474,29.71428571,24.57142857,19,17,16.42857143,14.57142857,83.57142857,64.71428571,45,1015,1013.285714,1011.857143,16,15.71428571,13.71428571,16.14285714,3.857142857,25.28571429,0,1,243.4285714,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,7/27/2014,164,0.606024597,0.531862351,593,1.677995794,14.06674218,18.75565624,5409,4056.444568,0.382099496,30.8,25.4,19.6,17.6,16.4,12,83,60.2,36.6,1015.6,1014,1012.4,16,15.8,13.4,14.2,3.4,23.6,0,0,248.4,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,08-03-2014,205,0.711276939,0.534532096,28,0.062329998,14.79944659,19.73259546,4768,3575.702357,0.334897329,28,23.42857143,18.42857143,17.42857143,16,14.57142857,85.71428571,67,48,1015.285714,1014.142857,1012.714286,16,14.71428571,10.28571429,15.42857143,3.285714286,24.28571429,0.072857143,3.142857143,251.2857143,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,08-10-2014,161,0.568575682,0.515216291,113,0.341698962,14.85387532,19.8051671,4410,3307.269151,0.318562323,29.42857143,24,18.28571429,17.14285714,16.14285714,14,88.71428571,66.57142857,44,1014.857143,1013.714286,1012.428571,16,14.42857143,10.71428571,15.57142857,3.571428571,23.71428571,0,1.285714286,261.8571429,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,8/17/2014,190,0.678152879,0.527703672,87,0.233494455,14.90437991,19.87250654,4884,3662.785869,0.349774243,28.85714286,24,19,17.14285714,15.85714286,14.57142857,81.57142857,64.85714286,47.42857143,1013.714286,1012.142857,1010.571429,16,15.71428571,14.14285714,14.28571429,3.857142857,23.57142857,0,1.857142857,251.8571429,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,8/24/2014,203,0.732462429,0.552727938,685,1.909639485,13.983111,18.64414801,6636,4977.187768,0.483920713,30.57142857,24.85714286,18.57142857,16.57142857,15,11.71428571,81.14285714,59.71428571,37.71428571,1013.428571,1011.857143,1010.428571,16,15.57142857,13.42857143,14.42857143,2.857142857,23.71428571,0,0.428571429,256,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,8/31/2014,150,0.493185871,0.53567365,69,0.120537698,14.25409084,19.00545445,6327,4745.360039,0.346510751,31,26,21,19,18,17,84,66,48,1010,1009,1007,16,15,10,14,4,26,0,2,232,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,09-07-2014,159,0.630489962,0.538061012,321,0.960108376,14.00098198,18.66797597,6245,4683.567883,0.422843666,32.42857143,26.57142857,20,17.57142857,15.71428571,11.85714286,81.14285714,56.71428571,32,1010.714286,1009.428571,1007.857143,16,15.71428571,13,15.14285714,2.571428571,24.57142857,0.035714286,0.571428571,246.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,9/14/2014,186,0.705160469,0.54639108,88,0.189254083,14.30664079,19.07552106,5758,4318.622052,0.398779521,32.42857143,26.85714286,21.14285714,18,16.28571429,13.42857143,76.14285714,57.57142857,38.57142857,1010,1008.285714,1007,16,16,15.42857143,14.14285714,2.571428571,24,0,1.142857143,219.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,9/21/2014,171,0.68538668,0.546987463,623,1.677241834,13.72501925,18.30002566,6545,4908.537139,0.506414685,27.85714286,22.71428571,17.57142857,16.71428571,15.42857143,12.57142857,87.42857143,66.14285714,43.85714286,1013.571429,1012.285714,1010.428571,16,15.71428571,13.85714286,15,2.285714286,24.42857143,0,0.714285714,222.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,9/28/2014,105,0.411939017,0.533023907,77,0.203943677,14.76907422,19.69209896,5087,3814.978891,0.404157252,27,22.33333333,17.33333333,16,14,12.33333333,82,62.66666667,42.66666667,1012.333333,1011.333333,1009,16,16,14.66666667,14.66666667,3,25.33333333,0,1.333333333,203.6666667,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10-05-2014,135,0.534761309,0.499302533,77,0.231991057,15.61185654,20.81580872,4656,3492.140465,0.349290607,30.42857143,24.42857143,18,17.85714286,14.42857143,8.571428571,87.42857143,60.28571429,32.42857143,1013.285714,1011.857143,1010.571429,16,13.71428571,8.285714286,12.85714286,1.857142857,19.42857143,0,1.428571429,206,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10-12-2014,75,0.303634066,0.480322203,27,0.079497569,15.97288632,21.29718176,3472,2604.213295,0.274378921,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10/19/2014,167,0.681670299,0.527818967,645,1.811088145,14.38814692,19.18419589,5568,4175.876035,0.465693091,27.57142857,22.14285714,16.42857143,16.42857143,14,10.85714286,87.85714286,64,40,1014.571429,1012.857143,1011.714286,16,15.14285714,9.857142857,12.85714286,1.714285714,20.57142857,0,1.571428571,242.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,10/26/2014,104,0.415034013,0.542309801,115,0.28326617,15.6539492,20.87193227,4123,3092.502193,0.335118424,25.83333333,21,15.83333333,15.16666667,13.33333333,10.83333333,84.83333333,64.5,43.66666667,1015.5,1013.833333,1012.333333,16,15.83333333,13,13.83333333,2,20.83333333,1.058333333,2.166666667,249.3333333,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,11-02-2014,132,0.529972085,0.507830838,27,0.057373646,15.81753968,21.09005291,3806,2854.220177,0.300445381,28,20.57142857,13.14285714,9,3.714285714,-2.571428571,65.71428571,41.14285714,16,1019.571429,1017.571429,1016.142857,16,16,15.71428571,12.28571429,1.857142857,18.71428571,0,0,216.7142857,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,11-09-2014,92,0.410052487,0.503635475,312,1.002562233,15.05023923,20.06698564,4090,3067.303413,0.355443305,22,18.57142857,15,13.57142857,12.71428571,10.71428571,85.42857143,70.71428571,55,1015.857143,1014.428571,1012.714286,16,14,9.142857143,12.71428571,2.285714286,21.14285714,0,4.714285714,153.7142857,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,11/16/2014,106,0.520075505,0.523001832,88,0.22698923,15.00376639,20.00502185,4401,3300.435927,0.404373594,23.14285714,17.71428571,12,10.57142857,5,-1.142857143,74.85714286,51.57142857,27.85714286,1020.428571,1018.142857,1016.142857,16,15.71428571,13.71428571,13,1.714285714,20.85714286,0,0.571428571,163,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,11/23/2014,187,0.772794507,0.511403026,61,0.134047972,15.47845502,20.63794003,3891,2918.564178,0.304854035,27.42857143,19.85714286,12.28571429,9.142857143,0.857142857,-7,67.57142857,40.42857143,13,1021,1018.857143,1016.857143,16,15.28571429,13.57142857,11.85714286,2.142857143,19.14285714,0,0.571428571,174,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,11/30/2014,139,0.646669743,0.542055796,20,0.049760543,15.44157184,20.58876246,5789,4341.900461,0.351535992,19,17,16,15,13,9,90,75,60,1019,1015,1012,16,14,2,19,7,26,7.62,7,98,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,12-07-2014,119,0.566199826,0.46528241,27,0.079209269,15.91514371,21.22019161,2904,2177.859963,0.305773709,21.85714286,17,12.14285714,12.85714286,10,7.285714286,88.57142857,66.14285714,43.28571429,1018.571429,1016.571429,1014.857143,16,13.42857143,10.14285714,15.28571429,2.714285714,24.14285714,5.841428571,2.714285714,191.5714286,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,12/14/2014,126,0.612242902,0.542140684,408,0.964373232,15.08382072,20.11176095,4212,3159.341849,0.407431376,17.85714286,13.71428571,9.571428571,10.28571429,8.428571429,5.857142857,87,69.28571429,51.14285714,1020.857143,1018.714286,1017,16,14.85714286,11.85714286,11.57142857,1.571428571,18,2.37,2.571428571,157.2857143,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND266 18-PACK 12 OZ CAN,ABI,BRAND266,18-PACK 12 OZ CAN,PREMIUM,CORE,PREMIUM REGULAR,CORE & VALUE,12/21/2014,137,0.546903258,0.524291889,89,0.18285178,15.76024927,21.0136657,3402,2551.239286,0.278991155,21.14285714,15.14285714,9,8.571428571,3.571428571,-0.714285714,78,52.57142857,26.71428571,1019.857143,1017.142857,1014.142857,15.57142857,13.85714286,10.71428571,11.14285714,2.285714286,20.6,0,0.285714286,119.1428571,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
